sent_id	sentence	typability_z	n_typists
240	Fuel is retained in kind from the shippers.	0.316825794632834	1626
241	Fuel surcharges, if applicable are included in the fees listed.	-0.12750316438779	1647
242	Geez, I sound pathetic.	-0.794258769944943	1656
243	Genaro, we have fixed the pricing in our system.	-0.0974762459225129	1755
244	Get with David Lund.	-0.416582987631512	1661
245	Get with Mary for format.	0.0374358866953599	1687
246	Giants due to an ankle injury.	-0.342091896102443	1603
247	Giants, but he didn't finish it.	-0.378316529578182	1610
248	Give it some time.	0.900386011656402	1690
249	Go ahead and notify.	-0.137896670921031	1714
250	Go for the dollars.	0.470896897251773	1677
251	Gold fell 1.90 dollars from Wednesday's closing price.	-0.7859717052233	1534
252	Good luck this week, I can't see any sure things out there.	0.187356491274043	1619
253	Good to know it exists.	0.0371150582364643	1698
254	Got your back while you pick up wine.	0.251620085835457	1656
255	Had a great meeting.	0.397912785772438	1636
256	Has Brian had his contract yet?	-0.39427063538997	1700
257	Has Dynegy made a specific request?	-1.06126731456418	1644
258	Has anyone else heard anything?	0.0805286883497075	1755
259	Has it been mentioned yet?	0.104568526155652	1703
260	Has your 4th quarter changed?	-0.724432179113713	1591
261	Have I mentioned how much I love Houston traffic?	-0.389249993030094	1582
262	Have a good evening.	0.425406303852816	1756
263	Have a good weekend.	0.397941103749144	1734
264	Have a great day!	-0.213739893620447	1690
265	Have a great trip.	0.153965559002064	1602
266	Have a safe trip!	-0.630930027007745	1678
267	Have not added Westport on yet.	-0.440653828392554	1668
268	Have you done any deals yet?	0.201079278300472	1733
269	Have you talked to Somerholder?	-0.249324555498044	1602
270	He agrees that they are not showing the correct equation.	0.313989961219237	1632
271	He also ruled out extending the safe areas.	0.18180257525503	1653
272	He also suggested it would send a conflicting message to Geneva.	0.0527679300813433	1698
273	He beat world number one Greg Norman by six strokes.	-0.384759512310017	1649
274	He can be explosive, but he is also erratic.	-0.237018250932581	1674
275	He cannot be in two places at once.	0.451079415448702	1727
276	He could ping the ball 40 yards with the outside of his foot.	0.148164468107119	1631
277	He did not return to the contest, and is listed as day to day.	0.451590901432353	1683
278	He did not return to the game, and is listed as day to day.	0.485751136690599	1637
279	He did not say when that would be.	0.736343603059448	1707
280	He disputed reports that Wheatley would be out four weeks.	-0.48880574352665	1612
281	He doesn't want to give the trading positions.	-0.022928091644211	1650
282	He extended Freudian theory into adolescence and adulthood.	-0.807544957172908	1648
283	He has developed a good on-field relationship with QB Brad Johnson.	-0.799280889556193	1597
284	He has made progress in his recovery and might play this week.	0.467421589428985	1723
285	He has recovered from his ankle injury.	-0.106779822615819	1681
286	He is already on the job and hard at work on the issues before us.	0.656306616024741	1689
287	He is close to full speed, says the Charlotte Observer.	-0.217100177207934	1589
288	He is expected to miss six weeks of action due to the procedure.	0.191105549216933	1687
289	He is expected to participate in practice.	-0.0138581027783169	1665
290	He is expected to play in Sunday's game and is listed as probable.	-0.0846310004234865	1551
291	He is expected to play in this week's game.	0.110480083581654	1753
292	He is expected to play when the Browns return to action next week.	0.140390768675505	1607
293	He is here for a political meeting.	0.472529466389171	1661
294	He is listed as day to day.	0.540481909375636	1715
295	He is listed as probable for Monday's game against Tennessee.	-0.442982555957578	1594
296	He is listed as probable for this week's game.	0.00083334385463979	1635
297	He is listed as questionable for this week's game.	0.0632888466575163	1658
298	He is one of three Eagles who will be held out of the game.	0.2451299624227	1668
299	He is out indefinitely and could miss the remainder of the season.	0.310952481633228	1602
300	He is pretty tapped into it all.	0.544663918178515	1716
301	He is recovering from a bruised left shoulder.	0.230177351444958	1694
302	He is recovering from a left knee injury.	-0.0281010851594329	1682
303	He is recovering from a sprained foot.	0.192363645544514	1668
304	He is suffering from a strained left shoulder.	0.441417581774049	1692
306	He made his mark by campaigning against hospital fraud.	-0.550751896303175	1608
308	He played goalie almost the entire game.	0.199201775940832	1661
309	He pleaded guilty in February under an agreement with the government.	-0.41723752808934	1572
310	He quoted local Yemenis as saying that 43 people had been killed.	-0.376882082103476	1602
311	He recently also demanded the resignation of six ministers.	0.0368318932567084	1639
312	He refused to elaborate on the delay.	0.103699549014127	1645
313	He remains a good Fantasy backup when healthy.	-0.35822580880701	1670
314	He said Telecom was still in a position of substantial protection.	-0.193451397458818	1678
315	He said he had been surprised to see his name on the list.	0.538104351971055	1633
316	He said he saw no damage to the airport.	0.3592886845542	1601
317	He said he was not aware he suffered from it.	0.431247025991081	1694
318	He said he would learn more about the injury as the week progressed.	0.436047503701167	1662
319	He said he would resist all the pressure of time deadlines.	0.543538725076255	1665
320	He said police in Dallas were also in favor of fences.	0.0747291115773517	1619
321	He said the operating theatres were barely functioning.	-0.430131619620038	1565
322	He should still be able to play in the team's next game.	0.353956206353424	1622
323	He started Sunday's game and had two catches for 70 yards.	-0.500339214415532	1587
324	He was in great shape last night.	0.657608991579294	1611
325	He was our best player when he got hurt.	0.470162250271306	1735
326	He was playing only his third event on the European Tour.	-0.178692455314892	1692
327	He was professor emeritus of human development and psychiatry.	-0.660180001658203	1604
328	He was recognized in his field as a pioneer.	-0.328149093621715	1654
329	He was replaced by Kent Graham.	-0.456209847405088	1627
330	He was very close to achieving his life's goal.	-0.0906660450146646	1718
331	He will be evaluated on a day to day basis.	0.0859076505679479	1696
332	He will be re-evaluated after receiving an injection.	-0.515377367759994	1628
333	He won't be too productive if he does play.	-0.0623738580936056	1664
334	He would be sorely missed by all who are striving for progress.	0.29661881370697	1630
335	He would love anything about rocks.	0.50300732550082	1677
336	He wrote numerous books on human development.	-0.233651831173711	1583
337	He's a questionable Fantasy player to begin with.	-0.46694435241836	1600
339	Here it is again in case you didn't receive it.	-0.037615222941521	1635
340	Here's the September purchase for September.	-0.571242923238568	1665
341	Here's the new one.	0.315894564235389	1631
343	Hey TK, how are you doing?	-0.755652035858849	1700
344	His abilities will be limited if he does play Sunday.	0.131268497601788	1692
345	His current status is day to day.	0.359124372090218	1672
346	His party also has its sights on the posts of justice minister.	0.275129514055933	1728
347	His return date is unclear.	0.307693128206336	1678
348	His status for Thursday's game against Dallas is unclear.	-0.491222401322624	1614
349	His status for the Week 11 game against Atlanta is unclear.	-0.25979996594073	1604
350	History repeated itself last season when Tenerife beat Madrid.	-0.653304327638172	1621
351	Hope all is well.	0.606832360594044	1730
352	Hope that all is well in Denver.	0.431824904322409	1668
353	Hope that you have a great TG.	-0.0382580529381546	1689
354	Hope this message is much better received than yesterday's.	-0.140633885549924	1613
355	Hope you guys are doing fine.	0.522451908202883	1623
356	Hope you had a good weekend.	0.386663429522414	1673
357	Hope your trip to Florida was good.	0.0107747405336909	1655
358	Hopefully it cheered you up a bit.	-0.0915190609590472	1623
359	Hopefully this can wait until Monday.	0.0498980883399764	1726
360	Hours are listed in 24hr format central time.	-0.342366036450155	1652
361	Houston time at the Hyatt Regency.	-0.537556386308615	1700
362	How are things with you?	0.549813364387779	1660
363	How are we handling others in that group?	0.227098180261373	1626
364	How can we get these answers?	0.00793917414856538	1754
365	How did they get onto our floor?	0.157284347095569	1672
366	How did you make sure it was the right set?	0.766893329985117	1693
367	How is it going?	0.183206373057632	1755
368	How long can you guys shop?	-0.0368762877719342	1613
369	How soon do you need it?	0.371029904393595	1716
370	How would you explain the difference between the two?	0.135904091064166	1727
371	How's the share price?	-0.216639209464856	1617
372	However, Jeffers is too risky to start from a Fantasy perspective.	-0.551688712197832	1635
373	However, he is expected to play in this week's game.	-0.0957325625351637	1726
374	However, he warrants no real Fantasy consideration at this point.	-0.122391355533789	1627
375	However, he's no better than waiver wire fodder in Fantasy Football.	-0.439016870739327	1642
376	However, he's not worth starting on your Fantasy team.	-0.457801935731188	1641
377	However, he's still expected to start in the 49ers next game on Oct.	-0.715630286186536	1651
378	I agree since I am at the bank right now.	0.452215078226242	1683
379	I agreed terms with Greg.	-0.311254700383639	1715
381	I am all over it.	0.775323818919735	1655
382	I am almost speechless.	0.124069176149831	1681
383	I am at the lake.	0.726266935946248	1672
384	I am fine with this.	0.961747796277188	1610
385	I am freaking out!	-0.163689923040324	1706
386	I am having problems reconciling with Theresa's invoices.	-0.56327118285436	1599
387	I am hoping to complete them today or tomorrow morning.	0.354855750070973	1583
388	I am in 50M if you need me.	-0.654462670106016	1665
389	I am looking forward to the salad.	0.36317929758636	1580
390	I am meeting with my direct reports at 1 to work on recommendations.	0.053804194289612	1675
391	I am monitoring email.	-0.0624413185558909	1685
392	I am not aware of any.	0.363520316304553	1701
393	I am not concerned with the Brown money.	0.114701091695984	1634
394	I am now officially a Blackberry addict.	-0.256677872054204	1770
395	I am on a plane, sorry.	-0.0252349293213791	1676
396	I am on my way.	0.311890072963355	1675
397	I am out of town on business tonight.	0.289114165415768	1716
398	I am out of town on business.	0.36614550537798	1633
399	I am out of town until Friday.	0.0285446154104687	1742
400	I am really not wanting to come back.	0.805867791896557	1632
401	I am snowed under and out of the office.	0.728207015539409	1650
402	I am sorry you had to come in.	0.709033000235049	1685
404	I am surprised such an incident could not have been prevented.	0.0687560075701091	1608
405	I am too, and we are working very hard to turn it around.	0.520770406374418	1671
406	I am trying again.	0.376890186730322	1698
408	I am walking in now.	0.563195958249357	1645
409	I am working on the November producers today as a matter of fact.	0.139395883806616	1632
410	I am working with Mary Joyce on that right now.	0.243039664642214	1683
411	I appreciate you moving so quickly on this.	0.254538590754095	1707
412	I believe she gave a television interview in Britain.	-0.216207184535325	1710
413	I bet you it will be a strong motor all day, though.	0.119273427991476	1631
414	I called my husband at work today just to tell him I loved him.	0.254493235158398	1726
415	I can be there within the hour.	0.844024794925754	1693
416	I can fill you in on more details later.	0.644765797859487	1707
417	I can get them.	0.755973290554736	1700
418	I can return earlier.	0.220027866870213	1677
419	I can review afterwards and get back to you tonight.	0.371490552805144	1690
420	I can't seem to find it.	0.316780706210328	1638
421	I can't tell you when he'll be back.	-0.150114310641689	1592
422	I cannot figure out where these prices are coming from.	0.564338724237749	1726
423	I changed that in one prior draft.	0.109732935082949	1726
424	I decided that I am going to stay here!	0.1340362244959	1654
426	I didn't expect them to hand over the sites.	0.211809810306108	1688
427	I didn't hear from Ginger this week.	-0.10208512355753	1684
428	I didn't think we had it.	0.0685591040881996	1663
429	I didn't understand we were borrowing them.	-0.0939409399728627	1679
430	I do not want to repeat.	0.325486366011776	1706
431	I don't have Lost Creek yet - hopefully before you leave.	-0.628167458322507	1567
432	I don't have the distraction of taking care of Mimi.	0.00336710246151022	1680
434	I don't think we need to make a big deal of this.	0.547279298377409	1680
435	I don't want to even see it in kilometers.	-0.0356815260542759	1594
436	I don't want to let my nanny go home if you think you need me.	0.33495911046234	1669
439	I encourage each of you to attend or tune in tomorrow.	0.198578465199011	1657
440	I forgot one person when we spoke on Friday.	0.196620874102541	1673
441	I got the impression that this is a message for internal use.	0.768703656180177	1626
443	I had a last minute meeting come up.	0.347137382172906	1660
444	I hadn't done that for a while - too busy, I guess.	-0.479071298095856	1608
445	I have 2 different ones.	0.186593903677368	1697
446	I have 30 minutes then.	-0.145791141084308	1622
447	I have a high level in my office.	0.638874893697507	1711
448	I have a request.	0.374458336582068	1701
449	I have a touch of food poisoning this morning but I may be in later.	0.125921313705854	1717
450	I have already approved and forwarded.	0.180144511833872	1628
451	I have an AM doctor's appointment.	-0.607980687116539	1630
452	I have an electric knife.	-0.110831818535542	1630
453	I have been in contact with him, and he is familiar with the issues.	0.475011608529861	1684
454	I have been very steady and I should have had a much better score.	0.403574786684601	1655
456	I have no personal transactions with any Enron entity.	-0.180754568813318	1666
457	I have other things to worry about!	0.543472736016442	1716
458	I have rates and capacity utilization information ready.	-0.0744068156653979	1660
459	I have received your messages and will respond accordingly.	-0.0125380663589623	1632
460	I have some more data coming.	0.825180257420485	1702
461	I have the option of starting Jim Miller or picking up Chris Weinke.	-0.29529547449855	1719
462	I haven't adapted really.	-0.432756775297382	1659
463	I haven't had a conversation on this since 1999.	-0.118704690169572	1635
464	I haven't really done any studying for it.	0.0063024491945746	1658
465	I haven't seen it yet.	-0.144231200673613	1685
466	I haven't visited with Stan lately.	-0.572290554420142	1649
467	I heard it was at 5?	-0.381736450780948	1703
468	I hope everything worked out okay with your rent.	0.326228586704372	1579
469	I hope he is having a fantastic time.	0.3280736169044	1701
470	I hope that you find these communications informative.	0.354064166168911	1579
471	I hope this answers your question.	0.0786734278252941	1734
472	I hope this is the last revision for September.	0.28910145399095	1727
473	I hope we'll get the game here in Denver.	-0.0726257656697815	1651
474	I hope you are feeling better.	0.728135928786646	1717
475	I hope you feel better.	0.472744774777176	1659
476	I hope you went.	0.209679934473552	1725
477	I just faxed copies of the invoices to you.	0.142881904303499	1697
478	I just finished faxing everything.	0.168985633089933	1684
479	I just had my head in the clouds.	0.568546254868119	1668
480	I just tracked down Steve.	-0.159029552805409	1735
481	I just want to make sure we're both on the same schedule.	0.437141364416151	1681
482	I know he's working on it.	0.302334705436332	1671
483	I know my way around the hospital better than I do the stadium.	0.0314150927678996	1667
484	I know several who work there.	0.508273785766075	1672
485	I know you changed it.	0.546286816027917	1701
486	I left a message.	0.411513639951768	1716
487	I like Nick and Everett.	-0.449293535397599	1685
489	I love you too.	0.595131386581826	1642
490	I may take the opportunity to run some errands.	0.13632331494267	1729
491	I meant to try and explain, not to redo.	0.216423003152604	1755
492	I met my neighbors in the park across the street tonight.	0.120115291632243	1590
493	I might have something at the office.	1.05978193171877	1678
494	I need a little more stability in my work environment.	0.102304252413317	1653
495	I need to go to Stan's office.	0.00161526673763139	1627
496	I need to link them up to the Tagg deal.	0.200733397939528	1720
497	I need to talk to Tom Carlton, their decision-maker.	-0.486394818113907	1589
498	I need your help in putting together a new list.	0.562094744608731	1699
499	I need your home cell or whatever.	0.375254748040449	1641
500	I plan to be in the office tomorrow.	0.718430536090519	1643
501	I see some volume reversing in the system.	0.347969365159164	1730
502	I sent it to her.	0.879634772652871	1710
503	I short paid the August invoice.	-0.170766214452665	1648
504	I should have more info by our meeting this afternoon.	0.509981653330512	1669
505	I spoke with Greg.	-0.271362788094355	1678
506	I spoke with Lara Robinson this morning.	-0.0702502938318137	1627
507	I still believe a September 30 closing is unrealistic.	-0.488111312162005	1595
508	I talked to Duran.	-0.0904670754835744	1696
509	I think Citation should be good now.	0.288837641690539	1695
510	I think FMV is probably less than fifty.	-0.615735391229262	1657
511	I think I have given the gaffer a decision to make.	0.295729965977167	1622
512	I think I played three different courses.	0.14306017896026	1640
514	I think Tim wants to move quickly.	0.00921564756879658	1628
515	I think in this case specific is better.	0.545217265214396	1645
516	I think it should be fixed now.	0.532423953146229	1646
517	I think that Pam Butler called him.	0.0311498469048034	1694
518	I think that is the right answer.	0.854150044536042	1665
519	I think that we should enforce the agreement.	0.506860594457087	1614
520	I think that will help.	0.666905811055766	1701
521	I think these will be just fine.	0.790553301566993	1624
522	I think this move will not overcome the problem.	0.632164054451441	1721
523	I think those are the right dates.	0.975512033387273	1586
